Site,Population,Species,Hybrid,Sample,Sequen_ID,Unique_ID,Extrac_event,Sample_Date,Subsampled,Subsampling_Qotes,Lyophilized,DNA_extr,Extr_date,DNA_conc._ng/µl,Extr_Box,Extraction_Method,Extr_notes,PCR1,PCR2,,sample_control
TRTZ,TRTZ,L,,4,TRTZ_L004,TRTZ_L004,1,5/2/2022,yes,,1,1,12/19/2022,18.9,2,OLD,,1,1,,sample
TRTZ,TRTZ,L,,4,TRTZ_L004,TRTZ_L004,1,5/2/2022,yes,,1,1,12/19/2022,18.9,2,OLD,,1,1,,sample
TRTZ,TRTZ,L,,5,TRTZ_L005,TRTZ_L005,1,5/2/2022,yes,,1,1,9/30/2022,3.71,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,5,TRTZ_L005,TRTZ_L005,1,5/2/2022,yes,,1,1,9/30/2022,3.71,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,5,TRTZ_L005,TRTZ_L005,1,5/2/2022,yes,,1,1,9/30/2022,3.71,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,6,TRTZ_L006,TRTZ_L006,1,5/2/2022,yes,,1,1,9/30/2022,1.31,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,6,TRTZ_L006,TRTZ_L006,1,5/2/2022,yes,,1,1,9/30/2022,1.31,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,6,TRTZ_L006,TRTZ_L006,1,5/2/2022,yes,,1,1,9/30/2022,1.31,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,7,TRTZ_L007,TRTZ_L007,1,5/2/2022,yes,not enough tissue (.24g),1,1,5/7/2023,8.87,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,7,TRTZ_L007,TRTZ_L007,1,5/2/2022,yes,not enough tissue (.24g),1,1,5/7/2023,8.87,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,7,TRTZ_L007,TRTZ_L007,1,5/2/2022,yes,not enough tissue (.24g),1,1,5/7/2023,8.87,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,8,TRTZ_L008,TRTZ_L008,1,5/2/2022,yes,,1,1,5/12/2023,6.12,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,8,TRTZ_L008,TRTZ_L008,1,5/2/2022,yes,,1,1,5/12/2023,6.12,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,8,TRTZ_L008,TRTZ_L008,1,5/2/2022,yes,,1,1,5/12/2023,6.12,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,9,TRTZ_L009,TRTZ_L009,1,5/2/2022,yes,,1,1,5/12/2023,19.6,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,9,TRTZ_L009,TRTZ_L009,1,5/2/2022,yes,,1,1,5/12/2023,19.6,3,NEW,,0,0,,sample
TRTZ,TRTZ,L,,9,TRTZ_L009,TRTZ_L009,1,5/2/2022,yes,,1,1,5/12/2023,19.6,3,NEW,,0,0,,sample
TRTB,TRTB,L,,1,TRTB_L001,TRTB_L001,1,5/3/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,22.4,4,NEW,,0,0,,sample
TRTB,TRTB,L,,1,TRTB_L001,TRTB_L001,1,5/3/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,22.4,4,NEW,,0,0,,sample
TRTB,TRTB,L,,1,TRTB_L001,TRTB_L001,1,5/3/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,22.4,4,NEW,,0,0,,sample
TWGB,TWGB,G,,1,TWGB_G001,TWGB_G001,1,5/2/2022,yes,,1,1,8/26/2022,0.449,1,OLD,*Re-cleaned with step 20 (500uL of 70% EtOH),1,1,,sample
TWGB,TWGB,G,,1,TWGB_G001,TWGB_G001,1,5/2/2022,yes,,1,1,8/26/2022,0.449,1,OLD,*Re-cleaned with step 20 (500uL of 70% EtOH),1,1,,sample
TWGB,TWGB,G,,1,TWGB_G001,TWGB_G001,1,5/2/2022,yes,,1,1,8/26/2022,0.449,1,OLD,*Re-cleaned with step 20 (500uL of 70% EtOH),1,1,,sample
TWGB,TWGB,G,,2,TWGB_G002,TWGB_G002,1,5/2/2022,yes,,1,1,11/5/2022,2.07,1,OLD,,1,1,,sample
TWGB,TWGB,G,,2,TWGB_G002,TWGB_G002,1,5/2/2022,yes,,1,1,11/5/2022,2.07,1,OLD,,1,1,,sample
TWGB,TWGB,G,,2,TWGB_G002,TWGB_G002,1,5/2/2022,yes,,1,1,11/5/2022,2.07,1,OLD,,1,1,,sample
TWGB,TWGB,G,,3,TWGB_G003,TWGB_G003,1,5/2/2022,yes,,1,1,5/10/2023,8.07,3,NEW,,0,0,,sample
TWGB,TWGB,G,,3,TWGB_G003,TWGB_G003,1,5/2/2022,yes,,1,1,5/10/2023,8.07,3,NEW,,0,0,,sample
TWGB,TWGB,G,,3,TWGB_G003,TWGB_G003,1,5/2/2022,yes,,1,1,5/10/2023,8.07,3,NEW,,0,0,,sample
TWGB,TWGB,G,,4,TWGB_G004,TWGB_G004,1,5/2/2022,yes,not enough tissue (.12g),1,1,1/19/2023,0.384,2,OLD,,1,1,,sample
TWGB,TWGB,G,,4,TWGB_G004,TWGB_G004,1,5/2/2022,yes,not enough tissue (.12g),1,1,1/19/2023,0.384,2,OLD,,1,1,,sample
TWGB,TWGB,G,,4,TWGB_G004,TWGB_G004,1,5/2/2022,yes,not enough tissue (.12g),1,1,1/19/2023,0.384,2,OLD,,1,1,,sample
TWGB,TWGB,G,,5,TWGB_G005,TWGB_G005,1,5/2/2022,yes,not enough tissue (.21g),1,1,5/12/2023,2.6,3,NEW,,0,0,,sample
TWGB,TWGB,G,,5,TWGB_G005,TWGB_G005,1,5/2/2022,yes,not enough tissue (.21g),1,1,5/12/2023,2.6,3,NEW,,0,0,,sample
TWGB,TWGB,G,,5,TWGB_G005,TWGB_G005,1,5/2/2022,yes,not enough tissue (.21g),1,1,5/12/2023,2.6,3,NEW,,0,0,,sample
TWGB,TWGB,G,,6,TWGB_G006,TWGB_G006,1,5/2/2022,yes,,1,1,8/26/2022,1,1,OLD,,1,1,,sample
TWGB,TWGB,G,,6,TWGB_G006,TWGB_G006,1,5/2/2022,yes,,1,1,8/26/2022,1,1,OLD,,1,1,,sample
TWGB,TWGB,G,,6,TWGB_G006,TWGB_G006,1,5/2/2022,yes,,1,1,8/26/2022,1,1,OLD,,1,1,,sample
TWGB,TWGB,G,,7,TWGB_G007,TWGB_G007,1,5/2/2022,yes,not enough tissue (.20g),1,1,1/19/2023,3.05,2,OLD,,1,1,,sample
TWGB,TWGB,G,,7,TWGB_G007,TWGB_G007,1,5/2/2022,yes,not enough tissue (.20g),1,1,1/19/2023,3.05,2,OLD,,1,1,,sample
TWGB,TWGB,G,,7,TWGB_G007,TWGB_G007,1,5/2/2022,yes,not enough tissue (.20g),1,1,1/19/2023,3.05,2,OLD,,1,1,,sample
TWGB,TWGB,G,,8,TWGB_G008,TWGB_G008,1,5/2/2022,yes,,1,1,1/12/2023,0.53,2,OLD,,1,1,,sample
TWGB,TWGB,G,,8,TWGB_G008,TWGB_G008,1,5/2/2022,yes,,1,1,1/12/2023,0.53,2,OLD,,1,1,,sample
TWGB,TWGB,G,,8,TWGB_G008,TWGB_G008,1,5/2/2022,yes,,1,1,1/12/2023,0.53,2,OLD,,1,1,,sample
TWGB,TWGB,G,,9,TWGB_G009,TWGB_G009,1,5/2/2022,yes,,1,1,9/30/2022,17,1,OLD,!!:),1,1,,sample
TWGB,TWGB,G,,9,TWGB_G009,TWGB_G009,1,5/2/2022,yes,,1,1,9/30/2022,17,1,OLD,,1,1,,sample
TWGB,TWGB,G,,9,TWGB_G009,TWGB_G009,1,5/2/2022,yes,,1,1,9/30/2022,17,1,OLD,,1,1,,sample
WCFB,WCFB,G,,1,WCFB_G001,WCFB_G001,1,5/12/2022,yes,"not enough tissue (.16g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,3.6,4,NEW,,0,0,,sample
WCFB,WCFB,G,,1,WCFB_G001,WCFB_G001,1,5/12/2022,yes,"not enough tissue (.16g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,3.6,4,NEW,,0,0,,sample
WCFB,WCFB,G,,1,WCFB_G001,WCFB_G001,1,5/12/2022,yes,"not enough tissue (.16g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,3.6,4,NEW,,0,0,,sample
WCFB,WCFB,G,,10,WCFB_G010,WCFB_G010,1,5/12/2022,yes,,1,1,1/19/2023,8.53,2,OLD,,1,1,,sample
WCFB,WCFB,G,,10,WCFB_G010,WCFB_G010,1,5/12/2022,yes,,1,1,1/19/2023,8.53,2,OLD,,1,1,,sample
WCFB,WCFB,G,,10,WCFB_G010,WCFB_G010,1,5/12/2022,yes,,1,1,1/19/2023,8.53,2,OLD,,1,1,,sample
WCFB,WCFB,G,,11,WCFB_G011,WCFB_G011,1,5/12/2022,yes,,1,1,12/19/2022,8.67,2,OLD,,1,1,,sample
WCFB,WCFB,G,,11,WCFB_G011,WCFB_G011,1,5/12/2022,yes,,1,1,12/19/2022,8.67,2,OLD,,1,1,,sample
WCFB,WCFB,G,,11,WCFB_G011,WCFB_G011,1,5/12/2022,yes,,1,1,12/19/2022,8.67,2,OLD,,1,1,,sample
WCFB,WCFB,G,,12,WCFB_G012,WCFB_G012,1,5/12/2022,yes,,1,1,8/26/2022,1.93,1,OLD,,1,1,,sample
WCFB,WCFB,G,,12,WCFB_G012,WCFB_G012,1,5/12/2022,yes,,1,1,8/26/2022,1.93,1,OLD,,1,1,,sample
WCFB,WCFB,G,,12,WCFB_G012,WCFB_G012,1,5/12/2022,yes,,1,1,8/26/2022,1.93,1,OLD,,1,1,,sample
WCFB,WCFB,G,,2,WCFB_G002,WCFB_G002,1,5/12/2022,yes,"not enough tissue (.25g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,14.2,4,NEW,,0,0,,sample
WCFB,WCFB,G,,2,WCFB_G002,WCFB_G002,1,5/12/2022,yes,"not enough tissue (.25g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,14.2,4,NEW,,0,0,,sample
WCFB,WCFB,G,,2,WCFB_G002,WCFB_G002,1,5/12/2022,yes,"not enough tissue (.25g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,14.2,4,NEW,,0,0,,sample
WCFB,WCFB,G,,3,WCFB_G003,WCFB_G003,1,5/12/2022,yes,,1,1,3/14/2023,9.8,3,OLD,,1,1,,sample
WCFB,WCFB,G,,3,WCFB_G003,WCFB_G003,1,5/12/2022,yes,,1,1,3/14/2023,9.8,3,OLD,,1,1,,sample
WCFB,WCFB,G,,3,WCFB_G003,WCFB_G003,1,5/12/2022,yes,,1,1,3/14/2023,9.8,3,OLD,,1,1,,sample
WCFB,WCFB,G,,4,WCFB_G004,WCFB_G004,1,5/12/2022,yes,,1,1,11/5/2022,4.87,1,OLD,,1,1,,sample
WCFB,WCFB,G,,4,WCFB_G004,WCFB_G004,1,5/12/2022,yes,,1,1,11/5/2022,4.87,1,OLD,,1,1,,sample
WCFB,WCFB,G,,4,WCFB_G004,WCFB_G004,1,5/12/2022,yes,,1,1,11/5/2022,4.87,1,OLD,,1,1,,sample
WCFB,WCFB,G,,5,WCFB_G005,WCFB_G005,1,5/12/2022,yes,,1,1,1/19/2023,14.5,2,OLD,,1,1,,sample
WCFB,WCFB,G,,5,WCFB_G005,WCFB_G005,1,5/12/2022,yes,,1,1,1/19/2023,14.5,2,OLD,,1,1,,sample
WCFB,WCFB,G,,5,WCFB_G005,WCFB_G005,1,5/12/2022,yes,,1,1,1/19/2023,14.5,2,OLD,,1,1,,sample
WCFB,WCFB,G,,6,WCFB_G006,WCFB_G006,1,5/12/2022,yes,,1,1,12/19/2022,10.5,2,OLD,,1,1,,sample
WCFB,WCFB,G,,6,WCFB_G006,WCFB_G006,1,5/12/2022,yes,,1,1,12/19/2022,10.5,2,OLD,,1,1,,sample
WCFB,WCFB,G,,6,WCFB_G006,WCFB_G006,1,5/12/2022,yes,,1,1,12/19/2022,10.5,2,OLD,,1,1,,sample
WCFB,WCFB,G,,7,WCFB_G007,WCFB_G007,1,5/12/2022,yes,,1,1,1/12/2023,too low,2,OLD,,1,1,,sample
WCFB,WCFB,G,,7,WCFB_G007,WCFB_G007,1,5/12/2022,yes,,1,1,1/12/2023,too low,2,OLD,,1,1,,sample
WCFB,WCFB,G,,7,WCFB_G007,WCFB_G007,1,5/12/2022,yes,,1,1,1/12/2023,too low,2,OLD,,1,1,,sample
WCFB,WCFB,G,,8,WCFB_G008,WCFB_G008,1,5/12/2022,yes,,1,1,9/30/2022,7.93,1,OLD,,1,1,,sample
WCFB,WCFB,G,,8,WCFB_G008,WCFB_G008,1,5/12/2022,yes,,1,1,9/30/2022,7.93,1,OLD,,1,1,,sample
WCFB,WCFB,G,,8,WCFB_G008,WCFB_G008,1,5/12/2022,yes,,1,1,9/30/2022,7.93,1,OLD,,1,1,,sample
WCFB,WCFB,G,,9,WCFB_G009,WCFB_G009,1,5/12/2022,yes,,1,1,9/30/2022,10.5,1,OLD,,1,1,,sample
WCFB,WCFB,G,,9,WCFB_G009,WCFB_G009,1,5/12/2022,yes,,1,1,9/30/2022,10.5,1,OLD,,1,1,,sample
WCFB,WCFB,G,,9,WCFB_G009,WCFB_G009,1,5/12/2022,yes,,1,1,9/30/2022,10.5,1,OLD,,1,1,,sample
WCFB,WCFB,L,,1,WCFB_L001,WCFB_L001,1,5/12/2022,yes,,1,1,12/19/2022,11.7,2,OLD,,1,1,,sample
WCFB,WCFB,L,,1,WCFB_L001,WCFB_L001,1,5/12/2022,yes,,1,1,12/20/2022,11.7,2,OLD,,1,1,,sample
WCFB,WCFB,L,,1,WCFB_L001,WCFB_L001,1,5/12/2022,yes,,1,1,12/21/2022,11.7,2,OLD,,1,1,,sample
WCFB,WCFB,L,,10,WCFB_L010,WCFB_L010,1,5/12/2022,yes,,1,1,1/12/2023,3.05,2,OLD,,1,1,,sample
WCFB,WCFB,L,,10,WCFB_L010,WCFB_L010,1,5/12/2022,yes,,1,1,1/12/2023,3.05,2,OLD,,1,1,,sample
WCFB,WCFB,L,,10,WCFB_L010,WCFB_L010,1,5/12/2022,yes,,1,1,1/12/2023,3.05,2,OLD,,1,1,,sample
WCFB,WCFB,L,,11,WCFB_L011,WCFB_L011,1,5/12/2022,yes,,1,1,3/14/2023,4.24,3,OLD,,1,1,,sample
WCFB,WCFB,L,,11,WCFB_L011,WCFB_L011,1,5/12/2022,yes,,1,1,3/14/2023,4.24,3,OLD,,1,1,,sample
WCFB,WCFB,L,,11,WCFB_L011,WCFB_L011,1,5/12/2022,yes,,1,1,3/14/2023,4.24,3,OLD,,1,1,,sample
WCFB,WCFB,L,,2,WCFB_L002,WCFB_L002,1,5/12/2022,yes,,1,1,5/7/2023,11.5,3,NEW,,0,0,,sample
WCFB,WCFB,L,,2,WCFB_L002,WCFB_L002,1,5/12/2022,yes,,1,1,5/7/2023,11.5,3,NEW,,0,0,,sample
WCFB,WCFB,L,,2,WCFB_L002,WCFB_L002,1,5/12/2022,yes,,1,1,5/7/2023,11.5,3,NEW,,0,0,,sample
WCFB,WCFB,L,,3,WCFB_L003,WCFB_L003,1,5/12/2022,yes,,1,1,5/7/2023,4.71,3,NEW,,0,0,,sample
WCFB,WCFB,L,,3,WCFB_L003,WCFB_L003,1,5/12/2022,yes,,1,1,5/7/2023,4.71,3,NEW,,0,0,,sample
WCFB,WCFB,L,,3,WCFB_L003,WCFB_L003,1,5/12/2022,yes,,1,1,5/7/2023,4.71,3,NEW,,0,0,,sample
WCFB,WCFB,L,,4,WCFB_L004,WCFB_L004,1,5/12/2022,yes,,1,1,1/12/2023,2.72,2,OLD,,1,1,,sample
WCFB,WCFB,L,,4,WCFB_L004,WCFB_L004,1,5/12/2022,yes,,1,1,1/12/2023,2.72,2,OLD,,1,1,,sample
WCFB,WCFB,L,,4,WCFB_L004,WCFB_L004,1,5/12/2022,yes,,1,1,1/12/2023,2.72,2,OLD,,1,1,,sample
WCFB,WCFB,L,,5,WCFB_L005,WCFB_L005,1,5/12/2022,yes,"not enough tissue (.13g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,7.91,4,NEW,,0,0,,sample
WCFB,WCFB,L,,5,WCFB_L005,WCFB_L005,1,5/12/2022,yes,"not enough tissue (.13g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,7.91,4,NEW,,0,0,,sample
WCFB,WCFB,L,,5,WCFB_L005,WCFB_L005,1,5/12/2022,yes,"not enough tissue (.13g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,7.91,4,NEW,,0,0,,sample
WCFB,WCFB,L,,6,WCFB_L006,WCFB_L006,1,5/12/2022,yes,,1,1,3/14/2023,3.29,3,OLD,,1,1,,sample
WCFB,WCFB,L,,6,WCFB_L006,WCFB_L006,1,5/12/2022,yes,,1,1,3/14/2023,3.29,3,OLD,,1,1,,sample
WCFB,WCFB,L,,6,WCFB_L006,WCFB_L006,1,5/12/2022,yes,,1,1,3/14/2023,3.29,3,OLD,,1,1,,sample
WCFB,WCFB,L,,7,WCFB_L007,WCFB_L007,1,5/12/2022,yes,,1,1,8/26/2022,0.369,1,OLD,,1,1,,sample
WCFB,WCFB,L,,7,WCFB_L007,WCFB_L007,1,5/12/2022,yes,,1,1,8/26/2022,0.369,1,OLD,,1,1,,sample
WCFB,WCFB,L,,7,WCFB_L007,WCFB_L007,1,5/12/2022,yes,,1,1,8/26/2022,0.369,1,OLD,,1,1,,sample
WCFB,WCFB,L,,8,WCFB_L008,WCFB_L008,1,5/12/2022,yes,,1,1,5/12/2023,17,3,NEW,,0,0,,sample
WCFB,WCFB,L,,8,WCFB_L008,WCFB_L008,1,5/12/2022,yes,,1,1,5/12/2023,17,3,NEW,,0,0,,sample
WCFB,WCFB,L,,8,WCFB_L008,WCFB_L008,1,5/12/2022,yes,,1,1,5/12/2023,17,3,NEW,,0,0,,sample
WCFB,WCFB,L,,9,WCFB_L009,WCFB_L009,1,5/12/2022,yes,,1,1,11/5/2022,7.73,1,OLD,,1,1,,sample
WCFB,WCFB,L,,9,WCFB_L009,WCFB_L009,1,5/12/2022,yes,,1,1,11/5/2022,7.73,1,OLD,,1,1,,sample
WCFB,WCFB,L,,9,WCFB_L009,WCFB_L009,1,5/12/2022,yes,,1,1,11/5/2022,7.73,1,OLD,,1,1,,sample
WSHB,WSHB,G,,1,WSHB_G001,WSHB_G001,1,5/26/2022,yes,,1,1,12/19/2022,7.6,2,OLD,,1,1,,sample
WSHB,WSHB,G,,1,WSHB_G001,WSHB_G001,1,5/26/2022,yes,,1,1,12/19/2022,7.6,2,OLD,,1,1,,sample
WSHB,WSHB,G,,1,WSHB_G001,WSHB_G001,1,5/26/2022,yes,,1,1,12/19/2022,7.6,2,OLD,,1,1,,sample
WSHB,WSHB,G,,10,WSHB_G010,WSHB_G010,1,5/26/2022,yes,,1,1,9/30/2022,2.43,1,OLD,,1,1,,sample
WSHB,WSHB,G,,10,WSHB_G010,WSHB_G010,1,5/26/2022,yes,,1,1,9/30/2022,2.43,1,OLD,,1,1,,sample
WSHB,WSHB,G,,10,WSHB_G010,WSHB_G010,1,5/26/2022,yes,,1,1,9/30/2022,2.43,1,OLD,,1,1,,sample
WSHB,WSHB,G,,11,WSHB_G011,WSHB_G011,1,5/26/2022,yes,,1,0,,,,,,0,0,,sample
WSHB,WSHB,G,,11,WSHB_G011,WSHB_G011,1,5/26/2022,yes,,1,0,,,,,,0,0,,sample
WSHB,WSHB,G,,11,WSHB_G011,WSHB_G011,1,5/26/2022,yes,,1,0,,,,,,0,0,,sample
WSHB,WSHB,G,,2,WSHB_G002,WSHB_G002,1,5/26/2022,yes,,1,1,11/5/2022,1.74,1,OLD,,1,1,,sample
WSHB,WSHB,G,,2,WSHB_G002,WSHB_G002,1,5/26/2022,yes,,1,1,11/5/2022,1.74,1,OLD,,1,1,,sample
WSHB,WSHB,G,,2,WSHB_G002,WSHB_G002,1,5/26/2022,yes,,1,1,11/5/2022,1.74,1,OLD,,1,1,,sample
WSHB,WSHB,G,,3,WSHB_G003,WSHB_G003,1,5/26/2022,yes,,1,1,11/5/2022,2.27,1,OLD,,1,1,,sample
WSHB,WSHB,G,,3,WSHB_G003,WSHB_G003,1,5/26/2022,yes,,1,1,11/5/2022,2.27,1,OLD,,1,1,,sample
WSHB,WSHB,G,,3,WSHB_G003,WSHB_G003,1,5/26/2022,yes,,1,1,11/5/2022,2.27,1,OLD,,1,1,,sample
WSHB,WSHB,G,,4,WSHB_G004,WSHB_G004,1,5/26/2022,yes,,1,1,10/8/2022,0.235,,OLD,,1,1,,sample
WSHB,WSHB,G,,4,WSHB_G004,WSHB_G004,1,5/26/2022,yes,,1,1,10/8/2022,0.235,,OLD,,1,1,,sample
WSHB,WSHB,G,,4,WSHB_G004,WSHB_G004,1,5/26/2022,yes,,1,1,10/8/2022,0.235,,OLD,,1,1,,sample
WSHB,WSHB,G,,5,WSHB_G005,WSHB_G005,1,5/26/2022,yes,"2 samples (one labeled plain and one with ""B""",1,1,9/30/2022,4.99,1,OLD,Also extracted ad WSHB_G205,1,1,,sample
WSHB,WSHB,G,,5,WSHB_G005,WSHB_G005,1,5/26/2022,yes,"2 samples (one labeled plain and one with ""B""",1,1,9/30/2022,4.99,1,OLD,Also extracted ad WSHB_G206,1,1,,sample
WSHB,WSHB,G,,5,WSHB_G005,WSHB_G005,1,5/26/2022,yes,"2 samples (one labeled plain and one with ""B""",1,1,9/30/2022,4.99,1,OLD,Also extracted ad WSHB_G207,1,1,,sample
WSHB,WSHB,G,,6,WSHB_G006,WSHB_G006,1,5/26/2022,yes,,1,1,2/4/2023,2.77,2,OLD,,1,1,,sample
WSHB,WSHB,G,,6,WSHB_G006,WSHB_G006,1,5/26/2022,yes,,1,1,2/4/2023,2.77,2,OLD,,1,1,,sample
WSHB,WSHB,G,,6,WSHB_G006,WSHB_G006,1,5/26/2022,yes,,1,1,2/4/2023,2.77,2,OLD,,1,1,,sample
WSHB,WSHB,G,,7,WSHB_G007,WSHB_G007,1,5/26/2022,yes,,1,1,11/5/2022,2.17,2,OLD,,1,1,,sample
WSHB,WSHB,G,,7,WSHB_G007,WSHB_G007,1,5/26/2022,yes,,1,1,11/5/2022,2.17,2,OLD,,1,1,,sample
WSHB,WSHB,G,,7,WSHB_G007,WSHB_G007,1,5/26/2022,yes,,1,1,11/5/2022,2.17,2,OLD,,1,1,,sample
WSHB,WSHB,G,,8,WSHB_G008,WSHB_G008,1,5/26/2022,yes,,1,1,11/5/2022,1.76,2,OLD,,1,1,,sample
WSHB,WSHB,G,,8,WSHB_G008,WSHB_G008,1,5/26/2022,yes,,1,1,11/5/2022,1.76,2,OLD,,1,1,,sample
WSHB,WSHB,G,,8,WSHB_G008,WSHB_G008,1,5/26/2022,yes,,1,1,11/5/2022,1.76,2,OLD,,1,1,,sample
WSHB,WSHB,G,,9,WSHB_G009,WSHB_G009,1,5/26/2022,yes,,1,1,1/12/2023,3.51,2,OLD,,1,1,,sample
WSHB,WSHB,G,,9,WSHB_G009,WSHB_G009,1,5/26/2022,yes,,1,1,1/12/2023,3.51,2,OLD,,1,1,,sample
WSHB,WSHB,G,,9,WSHB_G009,WSHB_G009,1,5/26/2022,yes,,1,1,1/12/2023,3.51,2,OLD,,1,1,,sample
YCNB,YCNB,L,,1,YCNB_L001,YCNB_L001,1,6/2/2022,yes,not enough tissue (.09g),1,1,2/4/2023,2.9,3,OLD,,1,1,,sample
YCNB,YCNB,L,,1,YCNB_L001,YCNB_L001,1,6/2/2022,yes,not enough tissue (.09g),1,1,2/4/2023,2.9,3,OLD,,1,1,,sample
YCNB,YCNB,L,,1,YCNB_L001,YCNB_L001,1,6/2/2022,yes,not enough tissue (.09g),1,1,2/4/2023,2.9,3,OLD,,1,1,,sample
YCNB,YCNB,L,,10,YCNB_L010,YCNB_L010,1,6/2/2022,yes,not enough tissue (.08g),1,1,2/4/2023,5.68,3,OLD,,1,1,,sample
YCNB,YCNB,L,,10,YCNB_L010,YCNB_L010,1,6/2/2022,yes,not enough tissue (.08g),1,1,2/4/2023,5.68,3,OLD,,1,1,,sample
YCNB,YCNB,L,,10,YCNB_L010,YCNB_L010,1,6/2/2022,yes,not enough tissue (.08g),1,1,2/4/2023,5.68,3,OLD,,1,1,,sample
YCNB,YCNB,L,,2,YCNB_L002,YCNB_L002,1,6/2/2022,yes,not enough tissue (.16g),1,1,2/4/2023,3.85,2,OLD,,1,1,,sample
YCNB,YCNB,L,,2,YCNB_L002,YCNB_L002,1,6/2/2022,yes,not enough tissue (.16g),1,1,2/4/2023,3.85,2,OLD,,1,1,,sample
YCNB,YCNB,L,,2,YCNB_L002,YCNB_L002,1,6/2/2022,yes,not enough tissue (.16g),1,1,2/4/2023,3.85,2,OLD,,1,1,,sample
YCNB,YCNB,L,,3,YCNB_L003,YCNB_L003,1,6/2/2022,yes,,1,1,5/12/2023,13.9,3,NEW,,0,0,,sample
YCNB,YCNB,L,,3,YCNB_L003,YCNB_L003,1,6/2/2022,yes,,1,1,5/12/2023,13.9,3,NEW,,0,0,,sample
YCNB,YCNB,L,,3,YCNB_L003,YCNB_L003,1,6/2/2022,yes,,1,1,5/12/2023,13.9,3,NEW,,0,0,,sample
YCNB,YCNB,L,,4,YCNB_L004,YCNB_L004,1,6/2/2022,yes,not enough tissue (.21g),1,1,2/4/2023,5.85,3,OLD,,1,1,,sample
YCNB,YCNB,L,,4,YCNB_L004,YCNB_L004,1,6/2/2022,yes,not enough tissue (.21g),1,1,2/4/2023,5.85,3,OLD,,1,1,,sample
YCNB,YCNB,L,,4,YCNB_L004,YCNB_L004,1,6/2/2022,yes,not enough tissue (.21g),1,1,2/4/2023,5.85,3,OLD,,1,1,,sample
YCNB,YCNB,L,,5,YCNB_L005,YCNB_L005,1,6/2/2022,yes,not enough tissue (.24g),1,1,2/4/2023,6.33,2,OLD,,1,1,,sample
YCNB,YCNB,L,,5,YCNB_L005,YCNB_L005,1,6/2/2022,yes,not enough tissue (.24g),1,1,2/4/2023,6.33,2,OLD,,1,1,,sample
YCNB,YCNB,L,,5,YCNB_L005,YCNB_L005,1,6/2/2022,yes,not enough tissue (.24g),1,1,2/4/2023,6.33,2,OLD,,1,1,,sample
YCNB,YCNB,L,,6,YCNB_L006,YCNB_L006,1,6/2/2022,yes,not enough tissue (.29g),1,1,5/12/2023,15,3,NEW,,0,0,,sample
YCNB,YCNB,L,,6,YCNB_L006,YCNB_L006,1,6/2/2022,yes,not enough tissue (.29g),1,1,5/12/2023,15,3,NEW,,0,0,,sample
YCNB,YCNB,L,,6,YCNB_L006,YCNB_L006,1,6/2/2022,yes,not enough tissue (.29g),1,1,5/12/2023,15,3,NEW,,0,0,,sample
YCNB,YCNB,L,,7,YCNB_L007,YCNB_L007,1,6/2/2022,yes,,1,1,12/19/2022,12.2,2,OLD,,1,1,,sample
YCNB,YCNB,L,,7,YCNB_L007,YCNB_L007,1,6/2/2022,yes,,1,1,12/19/2022,12.2,2,OLD,,1,1,,sample
YCNB,YCNB,L,,7,YCNB_L007,YCNB_L007,1,6/2/2022,yes,,1,1,12/19/2022,12.2,2,OLD,,1,1,,sample
